terrain_reference_id,dram_total_layers,dram_active_layers,bs,temperature_C,raw_stps
terrain-016152,9,9,1024,42.659,76.9874
terrain-016153,9,9,1024,107.35,13831.1
terrain-016154,9,9,1024,42.761,101.187
terrain-016155,9,9,1024,42.531,72.092
terrain-016156,9,9,1024,42.585,74.556
terrain-016157,9,9,1024,98.668,10358.4
terrain-016158,9,9,1024,42.561,69.9898
terrain-016159,9,9,1024,42.62,72.3824
terrain-016160,9,9,1024,42.678,72.5109
terrain-016161,9,9,1024,78.527,40144.6
terrain-016162,9,9,1024,78.47,40335.5
terrain-016163,9,9,1024,42.834,552.09
terrain-016164,9,9,1024,72.355,26511.4
terrain-016165,9,9,1024,103.617,23444.1
terrain-016166,9,9,1024,42.665,142.862
terrain-016167,9,9,1024,103.716,23839.2
terrain-016168,9,9,1024,42.774,182.645
terrain-016169,9,9,1024,101.754,24219.1
terrain-016170,9,9,1024,42.558,137.696
terrain-016171,9,9,1024,42.609,142.366
terrain-016172,9,9,1024,96.388,18305.9
terrain-016173,9,9,1024,98.711,19951.5
terrain-016174,9,9,1024,42.582,130.257
terrain-016175,9,9,1024,42.637,134.677
terrain-016176,9,9,1024,42.693,135.121
terrain-016177,9,9,1024,94.334,15812.8
terrain-016178,9,9,1024,42.709,134.611
terrain-016179,9,9,1024,42.768,135.057
terrain-016180,9,9,1024,69.998,33439.3
terrain-016181,9,9,1024,92.54,28937.8
terrain-016182,9,9,1024,95.906,33320.1
terrain-016183,9,9,1024,42.592,228.727
terrain-016184,9,9,1024,95.582,34226.6
terrain-016185,9,9,1024,42.643,236.397
terrain-016186,9,9,1024,42.699,237.768
terrain-016187,9,9,1024,89.693,24856.4
terrain-016188,9,9,1024,89.352,25504.2
terrain-016189,9,9,1024,42.707,236.289
terrain-016190,9,9,1024,42.768,237.66
terrain-016191,9,9,1024,82.501,17317.5
terrain-016192,9,9,1024,42.874,237.451
terrain-016193,9,9,1024,108.738,15400.1
terrain-016194,9,9,1024,42.665,100.204
terrain-016195,9,9,1024,109.567,15788.9
terrain-016196,9,9,1024,61.479,2308.05
terrain-016197,9,9,1024,42.721,100.338
terrain-016198,9,9,1024,109.995,15990.5
terrain-016199,9,9,1024,42.797,117.332
terrain-016200,9,9,1024,42.618,100.926
terrain-016201,9,9,1024,102.911,12654.3
terrain-016202,9,9,1024,42.67,78.3556
terrain-016203,9,9,1024,103.582,12904.7
terrain-016204,9,9,1024,42.773,103.082
terrain-016205,9,9,1024,42.541,73.3857
terrain-016206,9,9,1024,42.595,75.9019
terrain-016207,9,9,1024,92.073,8944.88
terrain-016208,9,9,1024,42.564,70.5123
terrain-016209,9,9,1024,42.622,72.927
terrain-016210,9,9,1024,42.681,73.0234
terrain-016211,9,9,1024,76.985,36644.9
terrain-016212,9,9,1024,77.056,36908.1
terrain-016213,9,9,1024,42.938,631.124
terrain-016214,9,9,1024,71.42,24333.1
terrain-016215,9,9,1024,99.613,21742
terrain-016216,9,9,1024,42.684,147.646
terrain-016217,9,9,1024,100.03,22126.7
terrain-016218,9,9,1024,42.794,188.945
terrain-016219,9,9,1024,99.408,22861.2
terrain-016220,9,9,1024,42.577,142.496
terrain-016221,9,9,1024,42.628,147.356
terrain-016222,9,9,1024,92.489,16718.1
terrain-016223,9,9,1024,96.088,18613.6
terrain-016224,9,9,1024,42.603,134.542
terrain-016225,9,9,1024,42.658,139.133
terrain-016226,9,9,1024,42.715,139.393
terrain-016227,9,9,1024,87.924,13271.6
terrain-016228,9,9,1024,42.715,136.507
terrain-016229,9,9,1024,42.774,136.845
terrain-016230,9,9,1024,69.428,31045.7
terrain-016231,9,9,1024,89.134,26454.5
terrain-016232,9,9,1024,93.229,30808.4
terrain-016233,9,9,1024,42.625,242.284
terrain-016234,9,9,1024,92.914,31646.8
terrain-016235,9,9,1024,42.677,250.483
terrain-016236,9,9,1024,42.732,251.322
terrain-016237,9,9,1024,87.248,22815.1
terrain-016238,9,9,1024,86.916,23408.7
terrain-016239,9,9,1024,42.75,250.359
terrain-016240,9,9,1024,42.81,251.201
terrain-016241,9,9,1024,77.597,14383.5
terrain-016242,9,9,1024,42.887,243.036
terrain-016243,9,9,1024,84.318,34431.6
terrain-016244,9,9,1024,84.012,35320.1
terrain-016245,9,9,1024,42.774,417.383
terrain-016246,9,9,1024,42.833,419.712
terrain-016247,9,9,1024,78.491,25004.6
terrain-016248,9,9,1024,42.926,419.35
terrain-016249,10,10,4,95.878,255.578
terrain-016250,10,10,4,42.69,1.23072
terrain-016251,10,10,4,116.02,134.357
terrain-016252,10,10,4,42.939,1.06647
terrain-016253,10,10,4,43.007,1.09359
terrain-016254,10,10,4,92.881,279.048
terrain-016255,10,10,4,108.411,184.614
terrain-016256,10,10,4,108.421,190.618
terrain-016257,10,10,4,42.791,1.19676
terrain-016258,10,10,4,42.854,1.23103
terrain-016259,10,10,4,109.386,191.976
terrain-016260,10,10,4,42.807,1.09358
terrain-016261,10,10,4,100.305,220.409
terrain-016262,10,10,4,100.73,225.571
terrain-016263,10,10,4,42.689,1.19648
terrain-016264,10,10,4,42.747,1.23074
terrain-016265,10,10,4,102.541,235.374
terrain-016266,10,10,4,42.741,1.23102
terrain-016267,10,10,4,76.61,378.403
terrain-016268,10,10,4,77.797,377.209
terrain-016269,10,10,4,42.741,3.1507
terrain-016270,10,10,4,77.332,369.863
terrain-016271,10,10,4,70.763,422.313
terrain-016272,10,10,4,113.279,162.83
terrain-016273,10,10,4,43.412,2.40002
terrain-016274,10,10,4,43.472,2.37612
terrain-016275,10,10,4,78.189,493.287
terrain-016276,10,10,4,103.824,251.96
terrain-016277,10,10,4,103.8,260.479
terrain-016278,10,10,4,42.909,2.50746
terrain-016279,10,10,4,42.976,2.52405
terrain-016280,10,10,4,103.085,253.564
terrain-016281,10,10,4,43.037,2.37605
terrain-016282,10,10,4,93.376,348.013
terrain-016283,10,10,4,94.078,354.966
terrain-016284,10,10,4,42.756,2.65908
terrain-016285,10,10,4,94.28,357.545
terrain-016286,10,10,4,42.818,2.6729
terrain-016287,10,10,4,93.35,351.908
terrain-016288,10,10,4,93.556,354.49
terrain-016289,10,10,4,42.744,2.52401
terrain-016290,10,10,4,92.938,342.105
terrain-016291,10,10,4,84.23,435.357
terrain-016292,10,10,4,85.358,432.834
terrain-016293,10,10,4,42.694,2.6728
terrain-016294,10,10,4,84.555,428.237
terrain-016295,10,10,4,87.282,364.278
terrain-016296,10,10,4,106.767,216.804
terrain-016297,10,10,4,106.764,223.983
terrain-016298,10,10,4,42.861,1.69349
terrain-016299,10,10,4,42.925,1.7283
terrain-016300,10,10,4,107.204,223.083
terrain-016301,10,10,4,42.851,1.46895
terrain-016302,10,10,4,97.54,274.644
terrain-016303,10,10,4,98.075,280.671
terrain-016304,10,10,4,42.713,1.6932
terrain-016305,10,10,4,98.045,284.498
terrain-016306,10,10,4,42.772,1.728
terrain-016307,10,10,4,99.07,288.421
terrain-016308,10,10,4,99.036,292.329
terrain-016309,10,10,4,42.767,1.72828
terrain-016310,10,10,4,99.607,290.895
terrain-016311,10,10,4,91.36,328.67
terrain-016312,10,10,4,91.876,330.211
terrain-016313,10,10,4,42.692,1.72796
terrain-016314,10,10,4,92.798,340.718
terrain-016315,10,10,4,115.267,149.355
terrain-016316,10,10,4,43.049,1.44376
terrain-016317,10,10,4,43.12,1.46898
terrain-016318,10,10,4,71.63,417.327
terrain-016319,10,10,4,101.386,245.876
terrain-016320,10,10,4,101.356,254.178
terrain-016321,10,10,4,43.146,3.19436
terrain-016322,10,10,4,43.206,3.16096
terrain-016323,10,10,4,101.054,248.552
terrain-016324,10,10,4,43.002,2.37001
terrain-016325,10,10,4,90.545,337.855
terrain-016326,10,10,4,91.255,344.722
terrain-016327,10,10,4,42.703,2.64216
terrain-016328,10,10,4,91.508,347.339
terrain-016329,10,10,4,42.765,2.65391
terrain-016330,10,10,4,90.413,340.506
terrain-016331,10,10,4,90.67,343.124
terrain-016332,10,10,4,42.916,3.1609
terrain-016333,10,10,4,90.551,333.156
terrain-016334,10,10,4,81.134,420.047
terrain-016335,10,10,4,82.326,417.966
terrain-016336,10,10,4,42.643,2.65381
terrain-016337,10,10,4,81.436,411.76
terrain-016338,10,10,4,75.028,474.067
terrain-016339,10,10,4,95.819,314.736
terrain-016340,10,10,4,96.437,321.291
terrain-016341,10,10,4,42.735,2.13681
terrain-016342,10,10,4,96.527,324.654
terrain-016343,10,10,4,42.794,2.16554
terrain-016344,10,10,4,96.793,325.847
terrain-016345,10,10,4,96.882,329.227
terrain-016346,10,10,4,42.788,2.16574
terrain-016347,10,10,4,97.362,325.741
terrain-016348,10,10,4,88.206,385.774
terrain-016349,10,10,4,89.021,385.554
terrain-016350,10,10,4,42.694,2.16547
terrain-016351,10,10,4,89.287,391.909
terrain-016352,10,10,4,115.053,158.681
terrain-016353,10,10,4,43.141,1.75409
terrain-016354,10,10,4,43.212,1.7734
terrain-016355,10,10,4,83.197,432.805
terrain-016356,10,10,4,105.821,237.952
terrain-016357,10,10,4,105.808,245.919
terrain-016358,10,10,4,42.922,2.13704
terrain-016359,10,10,4,42.987,2.16577
terrain-016360,10,10,4,106.124,243.885
terrain-016361,10,10,4,42.887,1.77337
terrain-016362,10,10,4,87.668,322.468
terrain-016363,10,10,4,88.376,329.207
terrain-016364,10,10,4,42.848,3.20134
terrain-016365,10,10,4,88.651,331.754
terrain-016366,10,10,4,42.91,3.17223
terrain-016367,10,10,4,88.086,327.053
terrain-016368,10,10,4,88.36,329.593
terrain-016369,10,10,4,42.884,3.14335
terrain-016370,10,10,4,88.385,319.458
terrain-016371,10,10,4,78.209,397.235
terrain-016372,10,10,4,79.41,395.602
terrain-016373,10,10,4,42.763,3.17207
terrain-016374,10,10,4,79.126,392.427
terrain-016375,10,10,4,72.182,445.502
terrain-016376,10,10,4,85.553,416.484
terrain-016377,10,10,4,86.575,414.979
terrain-016378,10,10,4,42.694,2.47915
terrain-016379,10,10,4,86.582,418.813
terrain-016380,10,10,4,113.832,161.338
terrain-016381,10,10,4,43.103,1.84556
terrain-016382,10,10,4,43.174,1.86107
terrain-016383,10,10,4,79.91,470.231
terrain-016384,10,10,4,104.82,248.339
terrain-016385,10,10,4,104.799,256.703
terrain-016386,10,10,4,42.965,2.45889
terrain-016387,10,10,4,43.03,2.47942
terrain-016388,10,10,4,104.058,250.05
terrain-016389,10,10,4,42.833,1.86103
terrain-016390,10,10,4,94.137,335.514
terrain-016391,10,10,4,94.807,342.316
terrain-016392,10,10,4,42.749,2.45872
terrain-016393,10,10,4,94.98,345.272
terrain-016394,10,10,4,42.809,2.47924
terrain-016395,10,10,4,94.9,345.052
terrain-016396,10,10,4,95.073,348.008
terrain-016397,10,10,4,42.803,2.47938
terrain-016398,10,10,4,94.396,336.179
terrain-016399,10,10,1024,129.983,804.137
terrain-016400,10,10,1024,43.96,65.5981
terrain-016401,10,10,1024,98.29,1727.37
terrain-016402,10,10,1024,129.968,1608.03
terrain-016403,10,10,1024,129.686,1460.02
terrain-016404,10,10,1024,44.025,65.9918
terrain-016405,10,10,1024,44.771,88.6545
terrain-016406,10,10,1024,129.939,3215.07
terrain-016407,10,10,1024,127.454,2724.53
terrain-016408,10,10,1024,43.91,63.4645
terrain-016409,10,10,1024,94.277,1636.58
terrain-016410,10,10,1024,130.083,1567.44
terrain-016411,10,10,1024,43.383,38.5611
terrain-016412,10,10,1024,43.815,52.0538
terrain-016413,10,10,1024,130.026,3133
terrain-016414,10,10,1024,134.333,2855.12
terrain-016415,10,10,1024,43.27,37.1636
terrain-016416,10,10,1024,76.756,997.976
terrain-016417,10,10,1024,43.323,38.4263
terrain-016418,10,10,1024,79.883,1031.02
terrain-016419,10,10,1024,127.191,2887.27
terrain-016420,10,10,1024,42.887,21.5891
terrain-016421,10,10,1024,64.355,594.16
terrain-016422,10,10,1024,42.945,22.3272
terrain-016423,10,10,1024,67.99,605.717
terrain-016424,10,10,1024,43.005,22.3726
terrain-016425,10,10,1024,43.232,30.2871
terrain-016426,10,10,1024,86.602,38193.3
terrain-016427,10,10,1024,42.802,314.564
terrain-016428,10,10,1024,110.762,22582.7
terrain-016429,10,10,1024,42.753,119.51
terrain-016430,10,10,1024,110.118,23265.8
terrain-016431,10,10,1024,42.858,151.95
terrain-016432,10,10,1024,106.866,23481
terrain-016433,10,10,1024,42.645,114.457
terrain-016434,10,10,1024,42.696,118.225
terrain-016435,10,10,1024,106.072,19411.9
terrain-016436,10,10,1024,106.914,20774.3
terrain-016437,10,10,1024,42.665,109.268
terrain-016438,10,10,1024,42.719,112.873
terrain-016439,10,10,1024,42.777,114.044
terrain-016440,10,10,1024,102.451,16935.8
terrain-016441,10,10,1024,42.778,112.827
terrain-016442,10,10,1024,42.838,113.997
terrain-016443,10,10,1024,127.83,2890.5
terrain-016444,10,10,1024,43.149,55.7178
terrain-016445,10,10,1024,43.55,80.293
terrain-016446,10,10,1024,127.78,5777.8
terrain-016447,10,10,1024,114.765,3824.1
terrain-016448,10,10,1024,43.09,57.443
terrain-016449,10,10,1024,127.613,5917.72
terrain-016450,10,10,1024,70.957,1433.88
terrain-016451,10,10,1024,43.09,55.4369
terrain-016452,10,10,1024,74.621,1571.11
terrain-016453,10,10,1024,128.1,5558.91
terrain-016454,10,10,1024,42.883,40.9326
terrain-016455,10,10,1024,127.841,5690.54
terrain-016456,10,10,1024,64.035,983.854
terrain-016457,10,10,1024,42.887,38.4263
terrain-016458,10,10,1024,68.938,1169.99
terrain-016459,10,10,1024,42.948,38.5611
terrain-016460,10,10,1024,43.266,59.3064
terrain-016461,10,10,1024,123.914,5060.43
terrain-016462,10,10,1024,42.753,26.5933
terrain-016463,10,10,1024,61.947,711.164
terrain-016464,10,10,1024,42.818,27.2375
terrain-016465,10,10,1024,42.932,35.6823
terrain-016466,10,10,1024,42.739,29.1167
terrain-016467,10,10,1024,76.762,32152.5
terrain-016468,10,10,1024,100.139,28093.5
terrain-016469,10,10,1024,102.577,31930.2
terrain-016470,10,10,1024,42.655,171.04
terrain-016471,10,10,1024,102.271,32803.9
terrain-016472,10,10,1024,42.706,176.54
terrain-016473,10,10,1024,42.764,179.421
terrain-016474,10,10,1024,99.091,26144.9
terrain-016475,10,10,1024,98.731,26828.9
terrain-016476,10,10,1024,42.753,176.479
terrain-016477,10,10,1024,42.814,179.358
terrain-016478,10,10,1024,90.038,18639.1
terrain-016479,10,10,1024,42.89,179.237
terrain-016480,10,10,1024,124.68,9707.87
terrain-016481,10,10,1024,42.819,66.975
terrain-016482,10,10,1024,124.286,10082.1
terrain-016483,10,10,1024,62.655,1528.59
terrain-016484,10,10,1024,42.871,69.2234
terrain-016485,10,10,1024,124.069,10353.4
terrain-016486,10,10,1024,64.899,1607.5
terrain-016487,10,10,1024,42.857,59.7013
terrain-016488,10,10,1024,43.054,82.2321
terrain-016489,10,10,1024,124.158,9391.08
terrain-016490,10,10,1024,42.751,48.9346
terrain-016491,10,10,1024,123.743,9633.23
terrain-016492,10,10,1024,61.921,1210.8
terrain-016493,10,10,1024,42.809,49.1534
terrain-016494,10,10,1024,42.911,61.4468
terrain-016495,10,10,1024,42.752,56.1059
terrain-016496,10,10,1024,114.907,7627.46
terrain-016497,10,10,1024,42.757,39.1584
terrain-016498,10,10,1024,42.861,52.0422
terrain-016499,10,10,1024,42.639,37.1585
terrain-016500,10,10,1024,42.698,39.0194
terrain-016501,10,10,1024,94.077,35830.6
terrain-016502,10,10,1024,93.769,36759.3
terrain-016503,10,10,1024,42.73,245.82
terrain-016504,10,10,1024,42.79,251.439
terrain-016505,10,10,1024,89.64,28944.8
terrain-016506,10,10,1024,42.838,251.305
terrain-016507,10,10,1024,118.934,15573.4
terrain-016508,10,10,1024,42.742,85.8237
terrain-016509,10,10,1024,118.372,16230.4
terrain-016510,10,10,1024,61.401,1972.76
terrain-016511,10,10,1024,42.799,86.4989
terrain-016512,10,10,1024,118.073,16579.9
terrain-016513,10,10,1024,42.879,101.922
terrain-016514,10,10,1024,42.693,86.0032
terrain-016515,10,10,1024,115.977,14179.6
terrain-016516,10,10,1024,42.759,69.6529
terrain-016517,10,10,1024,115.509,14453.9
terrain-016518,10,10,1024,42.861,91.0059
terrain-016519,10,10,1024,42.632,65.1642
terrain-016520,10,10,1024,42.685,67.3535
terrain-016521,10,10,1024,106.674,11109.2
terrain-016522,10,10,1024,42.659,63.4416
terrain-016523,10,10,1024,42.717,65.5745
terrain-016524,10,10,1024,42.776,65.9681
terrain-016525,10,10,1024,96.231,19027.9
terrain-016526,10,10,1024,42.835,150.115
terrain-016527,10,10,1024,96.635,19323.5
terrain-016528,10,10,1024,42.953,192.139
terrain-016529,10,10,1024,97.822,20492.1
terrain-016530,10,10,1024,42.725,144.978
terrain-016531,10,10,1024,42.779,149.938
terrain-016532,10,10,1024,87.86,13699.9
terrain-016533,10,10,1024,92.981,15643.8
terrain-016534,10,10,1024,42.741,135.014
terrain-016535,10,10,1024,42.797,139.627
terrain-016536,10,10,1024,42.855,139.836
terrain-016537,10,10,1024,76.338,8986.48
terrain-016538,10,10,1024,42.931,145.663
terrain-016539,10,10,1024,42.989,145.394
terrain-016540,10,10,1024,70.87,27037.9
terrain-016541,10,10,1024,86.528,22546.9
terrain-016542,10,10,1024,91.672,26663.5
terrain-016543,10,10,1024,42.799,249.548
terrain-016544,10,10,1024,42.853,258.035
terrain-016545,10,10,1024,42.909,258.561
terrain-016546,10,10,1024,84.735,18502.6
terrain-016547,10,10,1024,42.909,251.963
terrain-016548,10,10,1024,42.97,252.642
terrain-016549,10,10,1024,83.764,29338.5
terrain-016550,10,10,1024,83.475,30105.1
terrain-016551,10,10,1024,42.998,438.782
terrain-016552,10,10,1024,43.057,440.298
terrain-016553,10,10,1024,77.173,20026.2
terrain-016554,10,10,1024,43.116,423.382
terrain-016555,10,10,1024,77.415,31063.4
terrain-016556,10,10,1024,77.566,31384.5
terrain-016557,10,10,1024,43.227,678.852
terrain-016558,10,10,1024,71.349,19699.4
terrain-016559,10,10,1024,127.673,3003.06
terrain-016560,10,10,1024,43.177,58.7008
terrain-016561,10,10,1024,43.603,85.3489
terrain-016562,10,10,1024,127.568,5999.24
terrain-016563,10,10,1024,123.483,4605.26
terrain-016564,10,10,1024,43.124,60.8817
terrain-016565,10,10,1024,127.402,6060.93
terrain-016566,10,10,1024,72.194,1567.98
terrain-016567,10,10,1024,43.119,58.5408
terrain-016568,10,10,1024,75.749,1686.41
terrain-016569,10,10,1024,124.834,5554.6
terrain-016570,10,10,1024,42.899,42.6491
terrain-016571,10,10,1024,125.525,5676.05
terrain-016572,10,10,1024,64.427,1045.01
terrain-016573,10,10,1024,42.899,39.8925
terrain-016574,10,10,1024,69.459,1232.5
terrain-016575,10,10,1024,42.96,39.9667
terrain-016576,10,10,1024,43.291,62.0195
terrain-016577,10,10,1024,121.15,5000.73
terrain-016578,10,10,1024,42.759,27.2873
terrain-016579,10,10,1024,61.978,733.553
terrain-016580,10,10,1024,42.823,27.9313
terrain-016581,10,10,1024,42.937,36.6462
terrain-016582,10,10,1024,42.746,29.9748
terrain-016583,10,10,1024,73.031,34290.9
terrain-016584,10,10,1024,97.409,29949.5
terrain-016585,10,10,1024,100.319,34219.3
terrain-016586,10,10,1024,42.682,205.622
terrain-016587,10,10,1024,99.989,35152
terrain-016588,10,10,1024,42.733,212.404
terrain-016589,10,10,1024,42.79,214.526
terrain-016590,10,10,1024,93.858,25913.6
terrain-016591,10,10,1024,93.504,26590.2
terrain-016592,10,10,1024,42.791,212.315
terrain-016593,10,10,1024,42.852,214.436
terrain-016594,10,10,1024,85.656,18110.3
terrain-016595,10,10,1024,42.945,214.257
terrain-016596,10,10,1024,124.114,10350
terrain-016597,10,10,1024,42.84,71.6966
terrain-016598,10,10,1024,123.783,10505.2
terrain-016599,10,10,1024,63.15,1681.93
terrain-016600,10,10,1024,42.892,74.1315
terrain-016601,10,10,1024,123.602,10662.1
terrain-016602,10,10,1024,65.325,1728.41
terrain-016603,10,10,1024,42.87,63.1392
terrain-016604,10,10,1024,43.075,87.5432
terrain-016605,10,10,1024,120.37,9351.76
terrain-016606,10,10,1024,42.76,51.3374
terrain-016607,10,10,1024,120.731,9577.67
terrain-016608,10,10,1024,62.073,1277.87
terrain-016609,10,10,1024,42.818,51.4604
terrain-016610,10,10,1024,42.92,64.364
terrain-016611,10,10,1024,42.766,59.3819
terrain-016612,10,10,1024,111.705,7492.81
terrain-016613,10,10,1024,42.763,40.6086
terrain-016614,10,10,1024,42.866,54.1184
terrain-016615,10,10,1024,42.644,38.5676
terrain-016616,10,10,1024,42.703,40.5318
terrain-016617,10,10,1024,90.878,38742.4
terrain-016618,10,10,1024,90.547,39737.5
terrain-016619,10,10,1024,42.778,321.378
terrain-016620,10,10,1024,42.838,326.256
terrain-016621,10,10,1024,84.11,28667.5
terrain-016622,10,10,1024,42.903,326.034
terrain-016623,10,10,1024,117.796,16607.2
terrain-016624,10,10,1024,42.757,93.4985
terrain-016625,10,10,1024,117.368,17002.8
terrain-016626,10,10,1024,61.606,2158.03
terrain-016627,10,10,1024,42.814,93.9073
terrain-016628,10,10,1024,117.145,17207.5
terrain-016629,10,10,1024,42.892,110.209
terrain-016630,10,10,1024,42.708,93.9479
terrain-016631,10,10,1024,111.639,14059.7
terrain-016632,10,10,1024,42.768,74.3779
terrain-016633,10,10,1024,111.752,14313.5
terrain-016634,10,10,1024,42.872,97.5543
terrain-016635,10,10,1024,42.64,69.6255
terrain-016636,10,10,1024,42.694,71.9911
terrain-016637,10,10,1024,102.828,10826.1
terrain-016638,10,10,1024,42.668,67.6623
terrain-016639,10,10,1024,42.727,69.9616
terrain-016640,10,10,1024,42.787,70.1906
terrain-016641,10,10,1024,82.678,41420.2
terrain-016642,10,10,1024,82.43,41577.1
terrain-016643,10,10,1024,42.872,441.118
terrain-016644,10,10,1024,75.43,27637.7
terrain-016645,10,10,1024,108.85,24108.5
terrain-016646,10,10,1024,42.768,134.13
terrain-016647,10,10,1024,108.391,24522.7
terrain-016648,10,10,1024,42.876,171.135
terrain-016649,10,10,1024,105.436,24692.9
terrain-016650,10,10,1024,42.66,128.971
terrain-016651,10,10,1024,42.712,133.298
terrain-016652,10,10,1024,101.189,19160
terrain-016653,10,10,1024,102.668,20627.5
terrain-016654,10,10,1024,42.684,122.421
terrain-016655,10,10,1024,42.738,126.533
terrain-016656,10,10,1024,42.795,127.284
terrain-016657,10,10,1024,98.022,16487.1
terrain-016658,10,10,1024,42.804,126.473
terrain-016659,10,10,1024,42.864,127.223
terrain-016660,10,10,1024,120.472,10221.1
terrain-016661,10,10,1024,42.855,74.3141
terrain-016662,10,10,1024,121.178,10375.2
terrain-016663,10,10,1024,63.464,1768.71
terrain-016664,10,10,1024,42.906,76.8539
terrain-016665,10,10,1024,121.512,10529.6
terrain-016666,10,10,1024,65.595,1793.85
terrain-016667,10,10,1024,42.88,65.0096
terrain-016668,10,10,1024,43.091,90.4592
terrain-016669,10,10,1024,117.104,9120.82
terrain-016670,10,10,1024,42.767,52.6285
terrain-016671,10,10,1024,117.985,9351.34
terrain-016672,10,10,1024,62.124,1312.88
terrain-016673,10,10,1024,42.825,52.6962
terrain-016674,10,10,1024,42.927,65.9255
terrain-016675,10,10,1024,42.776,61.1667
terrain-016676,10,10,1024,108.925,7256.34
terrain-016677,10,10,1024,42.768,41.3745
terrain-016678,10,10,1024,42.871,55.216
terrain-016679,10,10,1024,42.649,39.3127
terrain-016680,10,10,1024,42.708,41.3327
terrain-016681,10,10,1024,87.274,37597.7
terrain-016682,10,10,1024,86.95,38562.9
terrain-016683,10,10,1024,42.83,379.686
terrain-016684,10,10,1024,87.213,38899.9
terrain-016685,10,10,1024,42.89,383.228
terrain-016686,10,10,1024,80.975,27410.5
terrain-016687,10,10,1024,79.321,27012.8
terrain-016688,10,10,1024,42.969,382.928
terrain-016689,10,10,1024,73.46,16427.3
terrain-016690,10,10,1024,113.849,16285.4
terrain-016691,10,10,1024,42.769,97.8711
terrain-016692,10,10,1024,114.205,16669.2
terrain-016693,10,10,1024,61.769,2261.02
terrain-016694,10,10,1024,42.826,98.1053
terrain-016695,10,10,1024,114.389,16867.7
terrain-016696,10,10,1024,42.904,114.871
terrain-016697,10,10,1024,42.721,98.4938
terrain-016698,10,10,1024,107.985,13577.6
terrain-016699,10,10,1024,42.777,76.9874
terrain-016700,10,10,1024,108.464,13831.4
terrain-016701,10,10,1024,42.88,101.187
terrain-016702,10,10,1024,42.647,72.0921
terrain-016703,10,10,1024,42.701,74.556
terrain-016704,10,10,1024,99.648,10358.5
terrain-016705,10,10,1024,42.678,69.9898
terrain-016706,10,10,1024,42.737,72.3824
terrain-016707,10,10,1024,42.797,72.5109
terrain-016708,10,10,1024,79.198,40146.5
terrain-016709,10,10,1024,79.141,40337.4
terrain-016710,10,10,1024,42.954,552.09
terrain-016711,10,10,1024,72.931,26512.2
terrain-016712,10,10,1024,104.675,23444.7
terrain-016713,10,10,1024,42.783,142.862
terrain-016714,10,10,1024,104.775,23839.9
terrain-016715,10,10,1024,42.893,182.645
terrain-016716,10,10,1024,102.783,24219.8
terrain-016717,10,10,1024,42.675,137.696
terrain-016718,10,10,1024,42.727,142.366
terrain-016719,10,10,1024,97.334,18306.3
terrain-016720,10,10,1024,99.693,19951.9
terrain-016721,10,10,1024,42.699,130.257
terrain-016722,10,10,1024,42.754,134.677
terrain-016723,10,10,1024,42.812,135.121
terrain-016724,10,10,1024,95.247,15813.2
terrain-016725,10,10,1024,42.827,134.611
terrain-016726,10,10,1024,42.887,135.057
terrain-016727,10,10,1024,70.537,33440.6
terrain-016728,10,10,1024,93.427,28938.8
terrain-016729,10,10,1024,96.845,33321.4
terrain-016730,10,10,1024,42.708,228.727
terrain-016731,10,10,1024,96.516,34228
terrain-016732,10,10,1024,42.761,236.398
terrain-016733,10,10,1024,42.817,237.768
terrain-016734,10,10,1024,90.536,24857.2
terrain-016735,10,10,1024,90.189,25505
terrain-016736,10,10,1024,42.826,236.289
terrain-016737,10,10,1024,42.887,237.66
terrain-016738,10,10,1024,83.233,17317.9
terrain-016739,10,10,1024,42.995,237.451
terrain-016740,10,10,1024,109.874,15400.4
terrain-016741,10,10,1024,42.783,100.204
terrain-016742,10,10,1024,110.715,15789.2
terrain-016743,10,10,1024,61.887,2308.05
terrain-016744,10,10,1024,42.84,100.338
terrain-016745,10,10,1024,111.151,15990.8
terrain-016746,10,10,1024,42.917,117.332
terrain-016747,10,10,1024,42.735,100.926
terrain-016748,10,10,1024,103.957,12654.5
terrain-016749,10,10,1024,42.788,78.3556
terrain-016750,10,10,1024,104.638,12904.9
terrain-016751,10,10,1024,42.893,103.082
terrain-016752,10,10,1024,42.657,73.3857
terrain-016753,10,10,1024,42.712,75.9019
terrain-016754,10,10,1024,92.951,8944.98
terrain-016755,10,10,1024,42.68,70.5123
terrain-016756,10,10,1024,42.74,72.927
terrain-016757,10,10,1024,42.799,73.0234
terrain-016758,10,10,1024,77.633,36646.5
terrain-016759,10,10,1024,77.705,36909.7
terrain-016760,10,10,1024,43.06,631.124
terrain-016761,10,10,1024,71.981,24333.8
terrain-016762,10,10,1024,100.608,21742.6
terrain-016763,10,10,1024,42.802,147.646
terrain-016764,10,10,1024,101.032,22127.3
terrain-016765,10,10,1024,42.914,188.945
terrain-016766,10,10,1024,100.401,22861.8
terrain-016767,10,10,1024,42.693,142.496
terrain-016768,10,10,1024,42.746,147.356
terrain-016769,10,10,1024,93.374,16718.4
terrain-016770,10,10,1024,97.029,18614
terrain-016771,10,10,1024,42.72,134.542
terrain-016772,10,10,1024,42.776,139.133
terrain-016773,10,10,1024,42.833,139.393
terrain-016774,10,10,1024,88.739,13271.8
terrain-016775,10,10,1024,42.834,136.507
