baseline_noc,scaled_layer,bw_multiplier,bs,seq,orig_sm_count,baseline_sm_count,tp,ep,dp,pp,sp,cp,stps_logic_die,stps_noc_to_dram,orig_stps_from_csv,recon_rel_err
torus_mesh_switch_1,L2,4.0,4,1024,3,8,32,2,1,2,2,1,31062.10249822822,58324.632550456605,31062.10249822822,0.0
torus_mesh_switch_1,L3,1.5,16,1024,7,8,8,4,1,4,1,2,107024.82139941951,123192.6356142894,107024.82139941952,1.3596766654773205e-16
torus_mesh_switch_1,L3,3.0,1024,1024,6,8,1,16,16,1,1,1,152777.13729947223,207509.0237741492,152777.13729947223,0.0
torus_mesh_switch_1,L3,3.0,256,8192,6,8,1,16,16,1,1,1,84923.70574398863,114311.9113806671,84923.70574398863,0.0
torus_mesh_switch_1,L3,0.25,4,8192,9,8,16,2,1,4,2,1,30036.143068813148,28743.30550380259,30036.143068813148,0.0
torus_mesh_switch_1,L3,2.0,64,1024,7,8,2,16,1,4,2,1,141966.60343946965,167261.0333889587,141966.60343946965,0.0
torus_mesh_switch_1,L3,0.5,4,8192,8,8,32,1,1,4,2,1,43445.784919941936,43445.784919941936,43445.784919941936,0.0
torus_mesh_switch_1,L3,1.5,16,8192,7,8,8,4,1,4,1,2,79899.16876888137,92149.66109591044,79899.16876888137,0.0
torus_mesh_switch_1,L3,0.25,4,1024,9,8,16,2,1,4,2,1,39701.72990193479,37213.871398019226,39701.72990193479,0.0
torus_mesh_switch_1,L3,1.0,4,8192,8,8,32,1,1,4,2,1,59569.39287017199,59569.39287017199,59569.39287017199,0.0
torus_mesh_switch_1,L3,3.0,64,1024,6,8,2,16,1,4,2,1,130858.69237533309,170974.08552326696,130858.69237533308,1.1120327556558937e-16
torus_mesh_switch_1,L3,3.0,64,8192,6,8,2,16,4,1,2,1,82579.65406626074,109610.54766244504,82579.65406626074,0.0
torus_mesh_switch_1,L3,2.0,16,8192,7,8,8,4,1,4,1,2,81679.75429876147,94553.56323439367,81679.75429876147,0.0
torus_mesh_switch_1,L3,4.0,1024,1024,5,8,1,16,16,1,1,1,125332.14808053143,207509.0237741492,125332.14808053143,0.0
torus_mesh_switch_1,L3,2.0,1,1024,7,8,32,8,1,1,1,1,12983.639208764327,14519.570967072654,12983.639208764327,0.0
torus_mesh_switch_1,L3,4.0,256,8192,5,8,1,16,16,1,1,1,70910.42176521357,114311.9113806671,70910.42176521357,0.0
torus_mesh_switch_1,L3,4.0,256,1024,5,8,1,32,8,1,1,1,123260.46107281056,199369.19692174465,123216.22335513023,0.00035902510623805444
torus_mesh_mesh_3,L2,1.0,1,8192,8,8,64,4,1,1,1,1,13836.404924139031,13836.404924139031,13836.404924139031,0.0
torus_mesh_switch_1,L3,0.5,4,1024,8,8,16,2,1,4,2,1,44778.482008542596,44778.482008542596,44778.4820085426,1.624878130704689e-16
torus_mesh_switch_1,L1,1.0,1,8192,8,8,128,2,1,1,1,1,13647.390811951886,13647.390811951886,13647.390811951886,0.0
torus_mesh_switch_1,L3,1.5,4,8192,7,8,32,1,1,4,2,1,58621.78575896313,66898.98995610807,58621.78575896313,0.0
torus_mesh_switch_1,L3,4.0,64,8192,5,8,2,8,8,1,2,1,69082.154791742,112550.36871797511,69082.154791742,0.0
torus_mesh_switch_1,L3,1.5,1,1024,7,8,32,8,1,1,1,1,12580.621788858216,14017.346928081348,12580.621788858216,0.0
torus_mesh_mesh_3,L2,1.5,1,8192,7,8,64,4,1,1,1,1,12530.382217804305,13954.490711550625,12530.382217804305,0.0
torus_mesh_switch_1,L3,2.0,4,8192,7,8,32,1,1,4,2,1,60333.590663362,69164.72412682851,60333.590663362,0.0
torus_mesh_switch_1,L3,4.0,64,1024,5,8,2,16,1,4,2,1,109713.32171122452,175562.434371586,109713.32171122452,0.0
torus_mesh_switch_1,L2,4.0,1,1024,3,8,128,2,1,1,1,1,7823.459343548446,13333.375738311719,7823.459343548446,0.0
torus_mesh_switch_1,L3,1.0,4,1024,8,8,32,2,1,2,2,1,56623.56208589452,56623.56208589452,56623.56208589452,0.0
torus_mesh_switch_1,L3,2.0,64,8192,7,8,2,32,2,1,2,1,89332.54414149847,101715.59902979418,89332.54414149847,0.0
torus_mesh_switch_1,L1,1.5,1,8192,8,8,128,2,1,1,1,1,13653.134423761123,13653.134423761123,13653.134423761125,1.3322870390700852e-16
torus_mesh_switch_1,L3,1.5,4,1024,7,8,32,2,1,2,2,1,56728.815725458924,61532.86376677597,56728.81572545893,1.2825858465644119e-16
torus_mesh_switch_1,L3,3.0,256,1024,6,8,2,64,2,1,1,1,140196.09417075256,182628.4033073595,140196.09417075256,0.0
torus_mesh_switch_1,L1,2.0,1,8192,8,8,128,2,1,1,1,1,13656.008042980488,13656.008042980488,13656.008042980488,0.0
torus_mesh_switch_1,L3,2.0,16,1024,7,8,8,8,1,2,1,2,111164.2447346858,127238.18735948084,111164.2447346858,0.0
torus_mesh_switch_1,L3,3.0,16,8192,6,8,8,8,1,2,1,2,73996.57742131407,97335.5344430049,73996.57742131407,0.0
torus_mesh_switch_1,L3,2.0,4,1024,7,8,32,2,1,2,2,1,59031.90867896205,64317.25822659137,59031.90867896205,0.0
torus_mesh_switch_1,L3,3.0,16,1024,6,8,8,8,1,2,2,1,111421.64080054728,134539.80844283546,111421.64080054728,0.0
torus_mesh_switch_1,L1,0.5,1,8192,8,8,128,2,1,1,1,1,13630.188934705744,13630.188934705744,13630.188934705744,0.0
torus_mesh_switch_1,L3,3.0,4,1024,6,8,32,2,1,2,2,1,57703.24638366151,67365.58645691382,57703.24638366151,0.0
torus_mesh_switch_1,L3,4.0,16,8192,5,8,8,8,2,1,2,1,63623.289108012825,101238.98967614483,62698.250627165886,0.014753816439754675
torus_mesh_switch_1,L1,0.25,1,8192,8,8,128,2,1,1,1,1,13595.914945901444,13595.914945901444,13595.914945901444,0.0
torus_mesh_switch_1,L3,4.0,16,1024,5,8,8,8,1,2,2,1,93293.08782102396,139576.33244489602,93293.08782102396,0.0
torus_mesh_switch_1,L3,4.0,4,1024,5,8,32,2,1,2,2,1,47492.03520499242,68395.49264718777,47492.03520499242,0.0
torus_mesh_mesh_3,L3,0.25,1,8192,9,8,64,4,1,1,1,1,7955.5032447552185,7748.546146439976,7955.503244755218,1.143227114353232e-16
torus_mesh_switch_1,L2,0.5,1,8192,9,8,128,2,1,1,1,1,14043.419374406774,13627.236728237576,14043.419374406774,0.0
torus_mesh_switch_1,L3,3.0,4,8192,6,8,32,2,1,2,2,1,57153.625569005824,73330.02392323477,57153.625569005824,0.0
torus_mesh_switch_1,L3,3.0,1,1024,6,8,128,2,1,1,1,1,13562.099506914772,15223.456905708143,13562.099506914772,0.0
torus_mesh_mesh_3,L3,1.0,1,8192,8,8,64,4,1,1,1,1,13836.404924139031,13836.404924139031,13836.404924139031,0.0
torus_mesh_switch_1,L2,1.0,1,8192,8,8,128,2,1,1,1,1,13647.390811951886,13647.390811951886,13647.390811951886,0.0
torus_mesh_mesh_3,L3,0.5,1,8192,8,8,64,4,1,1,1,1,10964.804632294306,10964.804632294306,10964.804632294306,0.0
torus_mesh_switch_1,L3,4.0,1,1024,5,8,128,2,1,1,1,1,12548.801050253527,15753.684521665582,12548.801050253527,0.0
torus_mesh_switch_1,L2,1.5,1,8192,7,8,128,2,1,1,1,1,12489.486524355772,13654.122093947759,12489.486524355772,0.0
torus_mesh_switch_1,L3,4.0,4,8192,5,8,32,2,1,2,2,1,48921.25940785108,75606.6495138279,48921.25940785108,0.0
torus_mesh_switch_1,L2,0.25,1,8192,9,8,64,4,1,1,1,1,13254.133952303368,12692.046949702928,13254.133952303368,0.0
torus_mesh_switch_1,L3,0.5,1,8192,8,8,128,2,1,1,1,1,9584.267428116756,9584.267428116756,9584.267428116756,0.0
torus_mesh_switch_1,L3,1.0,1,8192,8,8,128,2,1,1,1,1,13647.390811951886,13647.390811951886,13647.390811951886,0.0
torus_mesh_switch_1,L3,0.25,1,8192,9,8,16,16,1,1,1,1,7425.300155409978,6823.093756319592,7425.300155409978,0.0
torus_mesh_switch_1,L3,1.5,1,8192,7,8,128,2,1,1,1,1,14306.524872777985,15855.702937366408,14306.524872777984,1.2714404229688046e-16
torus_mesh_switch_1,L3,2.0,1,8192,7,8,128,2,1,1,1,1,15355.153685231431,17154.033301137362,15355.153685231431,0.0
torus_mesh_switch_1,L3,3.0,1,8192,6,8,128,2,1,1,1,1,15048.687900420857,18259.548582357664,15048.687900420857,0.0
torus_mesh_switch_1,L1,3.0,1,8192,7,8,256,1,1,1,1,1,12570.4392038762,13749.722205436547,12570.4392038762,0.0
torus_mesh_switch_1,L1,4.0,1,8192,7,8,256,1,1,1,1,1,12614.657143137883,13802.64329586229,12614.657143137883,0.0
torus_mesh_switch_1,L2,2.0,1,8192,6,8,256,1,1,1,1,1,11858.619406757838,13746.7025561051,11858.619406757838,0.0
torus_mesh_switch_1,L2,3.0,1,8192,5,8,256,1,1,1,1,1,10713.468888543344,13887.646737761577,10713.468888543344,0.0
torus_mesh_switch_1,L2,4.0,1,8192,3,8,256,1,1,1,1,1,7727.120914081778,13959.208233071186,7727.120914081778,0.0
torus_mesh_mesh_3,L2,3.0,1,8192,5,8,128,2,1,1,1,1,10490.490620666851,13954.490711550625,10490.490620666851,0.0
torus_mesh_mesh_3,L2,2.0,1,8192,6,8,128,2,1,1,1,1,11687.946400187542,13954.490711550625,11687.946400187542,0.0
torus_mesh_mesh_3,L2,4.0,1,8192,3,8,128,2,1,1,1,1,7691.519014597756,13954.490711550625,7691.519014597756,0.0
torus_mesh_switch_1,L3,4.0,1,8192,5,8,256,1,1,1,1,1,13474.565577227773,18977.081007835845,13474.565577227771,1.3499428928677132e-16
torus_mesh_mesh_3,L3,1.5,1,8192,7,8,128,2,1,1,1,1,14063.349027631315,15557.560011068355,14063.349027631317,1.2934254849054457e-16
torus_mesh_mesh_3,L3,2.0,1,8192,7,8,128,2,1,1,1,1,15148.03435624793,16895.95050289936,15148.03435624793,0.0
torus_mesh_mesh_3,L3,3.0,1,8192,6,8,128,2,1,1,1,1,15223.74363524836,18486.295105861842,15223.74363524836,0.0
torus_mesh_mesh_3,L3,4.0,1,8192,5,8,128,2,1,1,1,1,13653.914364874454,19344.08356159142,13653.914364874454,0.0
