point_id,expected_logic_stps,expected_dram_stps
prefill_0017,99404.9509238013,99404.9509238013
prefill_0018,166077.551975334,166077.551975334
prefill_0019,102310.174268338,102310.174268338
prefill_0020,183796.960831482,183796.960831482
prefill_0021,111668.964771868,111668.964771868
prefill_0022,189973.152895142,189973.152895142
prefill_0023,14316.8193889792,14316.8193889792
prefill_0024,13837.525010577,13837.525010577
prefill_0025,67620.9354630472,67620.9354630472
prefill_0026,76664.9962973902,76664.9962973902
prefill_0027,147733.391474105,147733.391474105
prefill_0028,102207.839477039,102207.839477039
prefill_0029,169311.937937442,169311.937937442
prefill_0030,103563.742686517,103563.742686517
prefill_0031,188585.468461993,188585.468461993
prefill_0032,113180.801734828,113180.801734828
prefill_0033,191043.469905852,191043.469905852
prefill_0034,14549.5982237405,14549.5982237405
prefill_0035,14006.3899425132,14006.3899425132
prefill_0036,68785.8923002116,68785.8923002116
prefill_0037,78187.6478052472,78187.6478052472
prefill_0038,148995.358120294,148995.358120294
prefill_0039,102641.991621075,102641.991621075
prefill_0040,169476.436574308,169476.436574308
prefill_0041,103964.722043366,103964.722043366
prefill_0042,188683.211874834,188683.211874834
prefill_0043,113185.246986648,113185.246986648
prefill_0044,191068.628262364,191068.628262364
prefill_0045,14642.2364863704,14642.2364863704
prefill_0046,14092.3774422935,14092.3774422935
prefill_0047,69348.2609829648,69348.2609829648
prefill_0048,78914.5413510766,78914.5413510766
prefill_0049,149422.79963375,149422.79963375
prefill_0050,102832.826714478,102832.826714478
prefill_0051,169482.758699804,169482.758699804
prefill_0052,104159.21076316,104159.21076316
prefill_0053,188683.211874834,188683.211874834
prefill_0054,113185.330980051,113185.330980051
prefill_0055,191068.628262364,191068.628262364
prefill_0056,13795.3303503572,14736.0619761527
prefill_0057,12711.449923857,14179.4272461485
prefill_0058,62716.872520725,69890.7107156893
prefill_0059,68781.9132101699,79537.0972063913
prefill_0060,127205.82873887,149819.174172773
prefill_0061,87555.1032640094,103008.524908678
prefill_0062,145232.971880476,169489.081296996
prefill_0063,89311.240859301,104338.168876712
prefill_0064,158493.382166469,188683.211874834
prefill_0065,98316.9337728186,113185.414973578
prefill_0066,161093.071566567,191068.628262364
prefill_0067,13836.8280902441,14783.4270862682
prefill_0068,12746.7425020966,14223.3566829836
prefill_0069,62743.3323503972,70003.7606452144
prefill_0070,68791.6327422952,79548.1797266917
prefill_0071,127214.88650001,149833.533837027
prefill_0072,87555.6402694457,103009.374432445
prefill_0073,145235.002952041,169492.242772495
prefill_0074,89311.3810579004,104338.387598495
prefill_0075,158493.382166469,188683.211874834
prefill_0076,98316.961495691,113185.456970389
prefill_0077,161093.071566567,191068.628262364
prefill_0078,12713.7802531512,11893.2742039645
prefill_0079,11700.5907288085,11260.39881887
prefill_0080,65243.9162832749,58892.0130418599
prefill_0081,68819.8895287802,63917.9671200748
prefill_0082,150777.580167925,135325.354830341
prefill_0083,107671.58600099,97658.2920363177
prefill_0084,169524.556774587,158227.580918136
prefill_0085,109960.039145612,99803.9392137018
prefill_0086,190718.479554677,177033.415019835
prefill_0087,117825.060702115,109368.344304194
prefill_0088,195603.986196107,179961.197212602
prefill_0089,14464.7543984182,13412.0377621443
prefill_0090,13142.8749094125,12589.136226924
prefill_0091,72504.1950012307,64744.0402031633
prefill_0092,78544.9456813551,72068.0924953634
